text1,text2,human
"`` Tell them , 'If anyone of all your offspring throughout your generations approaches the holy things , which the children of Israel make holy to Yahweh , having his uncleanness on him , that soul shall be cut off from before me . I am Yahweh .","and he maketh staves of shittim wood , and overlayeth them with gold ,",3.0
"Therefore , thus saith the Lord God : I will spread out my net over thee with the multitude of many people , and I will draw thee up in my net .","This Jesus hath God raised again , whereof all we are witnesses .",2.333333333333333
The way of the wicked is an abomination to Jehovah ; But he loveth him that followeth after righteousness .,"And his captains freely gave an offering to the people , the priests , and the Levites . Hilkiah and Zechariah and Jehiel , the rulers of the house of God , gave to the priests for the Passover offerings two thousand , six hundred small cattle and three hundred oxen .",1.3333333333333333
"Then the elders of his city shall call him , and speak to him : and if he stands and says , `` I do n't want to take her '' ;","But beware ye lest you touch ought of those things that are forbidden , and you be guilty of transgression , and all the camp of Israel be under sin , and be troubled .",2.0
"Yes , you would even cast lots for the fatherless , and make merchandise of your friend .","But I am a worm , and no man : the reproach of men , and the outcast of the people .",2.0
"And I will make my name great and make myself holy , and I will make myself clear to a number of nations ; and they will be certain that I am the Lord .","When Jesus came into Peter 's house , he saw his wife 's mother lying sick with a fever .",4.0
And you will become a wonder and a name of shame among all the nations where the Lord will take you .,"And Ezechias was rich , and very glorious , and he gathered himself great treasures of silver and of gold , and of precious stones , of spices , and of arms , of all kinds , and of vessels of great price .",2.6666666666666665
"But if you will not listen to us , to be circumcised , then we will take our sister , and we will be gone . ''","And Isaac and Ismael his sons buried him in the double cave , which was situated in the field of Ephron the son of Seor the Hethite , over against Mambre ;",2.0
For he has strengthened the bars of your gates . He has blessed your children within you .,"who do not know the thing of the morrow ; for what is your life ? for it is a vapour that is appearing for a little , and then is vanishing ;",3.333333333333333
"Shall I not in that day , saith Jehovah , destroy the wise men out of Edom , and understanding out of the mount of Esau ?","For we enter into the rest who have believed ; as he said , As I have sworn in my wrath , If they shall enter into my rest ; although the works had been completed from foundation of world .",1.3333333333333333
"Nebuchadnezzar the king of Babylon has devoured me , he has crushed me , he has made me an empty vessel , he has , like a monster , swallowed me up , he has filled his maw with my delicacies ; he has cast me out .","And when the seven years were ended , the woman returned out of the land of the Philistines , and she went forth to speak to the king for her house , and for her lands .",2.6666666666666665
"Now when Moses came down from Mount Sinai , with the two stones in his hand , he was not conscious that his face was shining because of his talk with God .","Nun . Thy prophets have seen false and foolish things for thee : and they have not laid open thy iniquity , to excite thee to penance : but they have seen for thee false revelations and banishments .",2.0
Thou hast delivered me from the strivings of the people ; Thou hast made me the head of the nations : A people whom I have not known shall serve me .,"Thy borders are in the heart of the seas , thy builders have perfected thy beauty .",2.6666666666666665
And on that day they made great offerings and were glad ; for God had made them glad with great joy ; and the women and the children were glad with them : so that the joy of Jerusalem came to the ears of those who were far off .,"And he put guards in Edom , and placed there a garrison : and all Edom was made to serve David : and the Lord preserved David in all enterprises he went about .",1.6666666666666667
"And Zacharias said to the angel , How may I be certain of this ? For I am an old man , and my wife is far on in years .","Behold , I am nought : what shall I answer thee ? I will lay my hand upon my mouth .",2.0
"Please pardon the iniquity of this people according to the greatness of your loving kindness , and according as you have forgiven this people , from Egypt even until now . ''","Having more things to write unto you , I would not by paper and ink : for I hope that I shall be with you , and speak face to face : that your joy may be full .",2.333333333333333
"And a man will be as a safe place from the wind , and a cover from the storm ; as rivers of water in a dry place , as the shade of a great rock in a waste land .","And Saul sent for the people and had them numbered in Telaim , two hundred thousand footmen and ten thousand men of Judah .",1.6666666666666667
"For this is the message which ye heard from the beginning , that we should love one another :","And the mixed multitude that was among them lusted ; and the children of Israel also wept again and said , Who will give us flesh to eat ?",1.6666666666666667
And the Father himself who sent me has given witness about me . Not one of you has ever given ear to his voice ; his form you have not seen .,"Any man who gets another into his power in order to get a price for him is to be put to death , if you take him in the act .",2.0
"And when they had put him on the cross , they made division of his clothing among them by the decision of chance .","Because of thy anger towards Me , And thy noise -- it came up into Mine ears , I have put My hook in thy nose , And My bridle in thy lips , And I have caused thee to turn back In the way in which thou camest .",2.0
"And when the queen of Sheba had seen the wisdom of Solomon , and the house that he had built ,",Remove far from me vanity and lies ; give me neither poverty nor riches ; feed me with the bread of my daily need :,3.6666666666666665
"And Saul said to David , You are not able to go out against this Philistine and have a fight with him : for you are only a boy , and he has been a man of war from his earliest days .",all these wicked things go forth from within and defile the man .,2.0
"And one came to him and said , Master , what good thing have I to do , so that I may have eternal life ?","who also has sealed us , and given the earnest of the Spirit in our hearts .",2.0
"Jesus cometh , and taketh the bread , and giveth them , and the fish likewise .","And Jethro was glad because the Lord had been good to Israel , freeing them from the power of the Egyptians .",2.333333333333333
"As they passed by in the morning , they saw the fig tree withered away from the roots .","And he answered and said , Must I not take heed to speak that which Jehovah puts in my mouth ?",2.6666666666666665
"I gave you your master 's house , and your master 's wives into your bosom , and gave you the house of Israel and of Judah ; and if that would have been too little , I would have added to you many more such things .","The lord of the land spoke roughly to us , and took us to be spies of the country .",1.3333333333333333
"And it shall come to pass , when the soles of the feet of the priests who bear the ark of Jehovah , the Lord of all the earth , rest in the waters of the Jordan , the waters of the Jordan , the waters flowing down from above , shall be cut off , and shall stand up in a heap .","And it came to pass at the end of ten days , that the word of Jehovah came unto Jeremiah .",2.6666666666666665
"And it shall come to pass in that day , that the glory of Jacob shall be made thin , and the fatness of his flesh shall wax lean .","And the porch , in front of the temple of the house , was twenty cubits in length , in front of the house broadways , ten cubits was its breadth , in front of the house .",2.333333333333333
"Then Abimelech called Abraham , and said unto him , What hast thou done unto us ? and wherein have I sinned against thee , that thou hast brought on me and on my kingdom a great sin ? thou hast done deeds unto me that ought not to be done .","Be gathered all of you , and hear , Who among them did declare these things ? Jehovah hath loved him , He doth His pleasure on Babylon , And His arm [ is on ] the Chaldeans .",1.6666666666666667
"Why should the Egyptians speak , saying , 'He brought them out for evil , to kill them in the mountains , and to consume them from the surface of the earth ? ' Turn from your fierce wrath , and repent of this evil against your people .","and speaketh unto him , `Thus said Jehovah , Because that thou hast sent messengers to inquire of Baal-Zebub god of Ekron -- is it because there is not a God in Israel to inquire of His word ? therefore , the bed whither thou hast gone up -- thou dost not come down from it , for thou dost certainly die . '",2.6666666666666665
"And by the border of Gad , the south side southward : and the border shall be from Thamar , even to the waters of contradiction of Cades , the inheritance over against the great sea .",For this cause the kingdom of the heavens has become like a king who would reckon with his bondmen .,1.6666666666666667
"For the children of Israel and the children of Levi shall bring the heave-offering of the corn , of the new wine and the oil , into the chambers , where are the vessels of the sanctuary , and the priests that minister , and the doorkeepers and the singers . And we will not forsake the house of our God .","And when they came to the floor of Chidon , Oza put forth his hand , to hold up the ark : for the ox being wanton had made it lean a little on one side .",2.333333333333333
"I will tell of the decree : Jehovah said unto me , Thou art my son ; This day have I begotten thee .","But he that hath looked into the perfect law of liberty , and hath continued therein , not becoming a forgetful hearer , but a doer of the work ; this man shall be blessed in his deed .",2.0
"And see , there are the divisions of the priests and Levites for all the work of the house of God ; and every trained and expert workman will be ready to do for you whatever is needed ; and the captains and the people will be under your orders in everything .",And he shall be my saviour : for no hypocrite shall come before his presence .,1.6666666666666667
"He shall call heaven from above , and the earth , to judge his people .","Aaron shall burn incense of sweet spices on it every morning . When he tends the lamps , he shall burn it .",3.6666666666666665
"My thoughts go back to the days of the past , to the years which are gone .","Will a lion roar in the forest , if he have no prey ? will the lion 's whelp cry out of his den , if he have taken nothing ?",2.6666666666666665
"`` After that you will come to the hill of God , where the garrison of the Philistines is ; and it will happen , when you have come there to the city , that you will meet a band of prophets coming down from the high place with a lute , a tambourine , a pipe , and a harp before them ; and they will be prophesying .","You are our letter , written in our hearts , known and read by all men ;",3.0
"For you have put me down into the deep , into the heart of the sea ; and the river was round about me ; all your waves and your rolling waters went over me .","And wild asses have stood on high places , They have swallowed up wind like dragons , Consumed have been their eyes , for there is no herb .",2.0
"And the Lord said , You had pity on the vine , for which you did no work and for the growth of which you were not responsible ; which came up in a night and came to an end in a night ;","And returning to himself , he said : How many hired servants in my father 's house abound with bread , and I here perish with hunger ?",2.6666666666666665
"Then it was said to Saul , See , the people are sinning against the Lord , taking the blood with the flesh . And he said to those who gave him the news , Now let a great stone be rolled to me here .","And in the sixth month was the messenger Gabriel sent by God , to a city of Galilee , the name of which Nazareth ,",3.333333333333333
The smooth lips and the tongue of pride will be cut off by the Lord .,"You shall mention the burden of Yahweh no more : for every man 's own word shall be his burden ; for you have perverted the words of the living God , of Yahweh of Armies our God .",2.6666666666666665
"He made him ride on the high places of the earth , And he did eat the increase of the field ; And he made him to suck honey out of the rock , And oil out of the flinty rock ;","and having received nourishment , was strengthened , and Saul was with the disciples in Damascus certain days ,",1.6666666666666667
"Neither do men put new wine into old wine-skins : else the skins burst , and the wine is spilled , and the skins perish : but they put new wine into fresh wine-skins , and both are preserved .","the eleventh for Eliashib , the twelfth for Jakim ,",1.3333333333333333
"I say unto you , It shall be more tolerable in that day for Sodom , than for that city .","The twenty-first to Hothir ; his sons and his brethren , twelve .",1.3333333333333333
"You did run well , who hath hindered you , that you should not obey the truth ?",( there they buried Abraham and Sarah his wife ; there they buried Isaac and Rebekah his wife ; and there I buried Leah ) ;,2.333333333333333
"But the storm being extremely violent on us , on the next day they threw cargo overboard ,","For I also am a man subject to authority , having under me soldiers : and I say to one , Go , and he goeth ; and to another , Come , and he cometh ; and to my servant , Do this , and he doth it .",1.6666666666666667
"All Israel heard that Saul had struck the garrison of the Philistines , and also that Israel was had in abomination with the Philistines . The people were gathered together after Saul to Gilgal .",Blessed are all they that fear the Lord : that walk in his ways .,1.6666666666666667
"Yet you say , Why does n't the son bear the iniquity of the father ? When the son has done that which is lawful and right , and has kept all my statutes , and has done them , he shall surely live .","And David besought the Lord for the child : and David kept a fast , and going in by himself lay upon the ground .",2.0
"who shew the work of the law written in their hearts , their conscience also bearing witness , and their thoughts accusing or else excusing themselves between themselves ; )","and at the east he dwelt even unto the entering in of the wilderness , even from the river Phrat , for their cattle were multiplied in the land of Gilead .",2.6666666666666665
"And Jehovah spake unto Moses , saying ,",But he said to them : What would you that I should do for you ?,2.333333333333333
"though Noah , Daniel , and Job , were in it , as I live , says the Lord Yahweh , they should deliver neither son nor daughter ; they should but deliver their own souls by their righteousness .","Sustain me with grape-cakes , Support me with citrons , for I sick with love .",1.3333333333333333
"for a great and effective door has opened to me , and there are many adversaries .","But Jesus , having heard the word spoken , says to the ruler of the synagogue , Fear not ; only believe .",1.0
"The captives of this army of the children of Israel , who are among the Canaanites , will possess even to Zarephath ; and the captives of Jerusalem , who are in Sepharad , will possess the cities of the Negev .","And that which comes into your minds will never take place ; when you say , We will be like the nations , like the families of the countries , servants of wood and stone ;",2.0
"He hath turned aside my ways , and pulled me in pieces ; he hath made me desolate .","and those of the circumcision believing were astonished -- as many as came with Peter -- because also upon the nations the gift of the Holy Spirit hath been poured out ,",2.333333333333333
"Behold , you have heard what the kings of Assyria have done to all lands , by destroying them utterly . Shall you be delivered ?","And after all this hath Jehovah plagued him in his bowels by a disease for which there is no healing ,",2.333333333333333
"Yahweh of Armies says , Consider , and call for the mourning women , that they may come ; and send for the skillful women , that they may come :","and a bullock and a ram for a peace-offering , to sacrifice before Jehovah ; and an oblation mingled with oil ; for to-day Jehovah will appear to you .",2.0
"He called to himself his twelve disciples , and gave them authority over unclean spirits , to cast them out , and to heal every disease and every sickness .","And he said to them : Come to me again after three days . And when the people were gone ,",3.0
Egypt was glad when they departed ; For the fear of them had fallen upon them .,"this the thing which Jehovah hath commanded concerning the daughters of Zelophehad , saying , To those good in their eyes let them be for wives ; only , to a family of the tribe of their fathers let them be for wives ;",2.6666666666666665
"And yet for all that , when they are in the land of their enemies , I will not reject them , neither will I abhor them , to destroy them utterly , and to break my covenant with them ; for I am Jehovah their God ;","Certain , therefore , of the Jerusalemites said , `Is not this he whom they are seeking to kill ?",2.333333333333333
"Then were the people of Israel divided into two parts : half of the people followed Tibni the son of Ginath , to make him king ; and half followed Omri .","and it covereth the eye of all the land , and the land is darkened ; and it eateth every herb of the land , and all the fruit of the trees which the hail hath left , and there hath not been left any green thing in the trees , or in the herb of the field , in all the land of Egypt . '",2.6666666666666665
"And fire has gone out from her rod , causing the destruction of her branches , so that there is no strong rod in her to be the ruler 's rod of authority . This is a song of grief , and it was for a song of grief .","And they answer Joshua and say , `Because it was certainly declared to thy servants , that Jehovah thy God commanded Moses His servant to give to you all the land , and to destroy all the inhabitants of the land from before you ; and we fear greatly for ourselves because of you , and we do this thing ;",2.6666666666666665
"And David inquired of God , saying , Shall I go up against the Philistines ? and wilt thou deliver them into my hand ? And Jehovah said unto him , Go up ; for I will deliver them into thy hand .",Wisdom is justified by all her children . '',1.0
"While our minds are not on the things which are seen , but on the things which are not seen : for the things which are seen are for a time ; but the things which are not seen are eternal .","Isaac was struck with fear , and astonished exceedingly : and wondering beyond what can be believed , said Who is he then that even now brought me venison that he had taken , and I ate of all before thou camest ? and I have blessed him , and he shall be blessed .",2.0
"And the stars of heaven were falling to the earth , like green fruit from a tree before the force of a great wind .","Woe to you , scribes and Pharisees , hypocrites , for ye pay tithes of mint and anise and cummin , and ye have left aside the weightier matters of the law , judgment and mercy and faith : these ye ought to have done and not have left those aside .",2.333333333333333
"For if the readiness be there , [ a man is ] accepted according to what he may have , not according to what he has not .",Of the tribe of Nephtali : Phedael the son of Ammiud .,2.333333333333333
"Why is light given to a man whose way is hid , And whom God hath hedged in ?","In dark places He hath caused me to dwell , As the dead of old .",2.333333333333333
"and for the drink-offering thou shalt offer the third part of a hin of wine , of a sweet savor unto Jehovah .","He that believeth in the Son of God , hath the testimony of God in himself . He that believeth not the Son , maketh him a liar : because he believeth not in the testimony which God hath testified of his Son .",2.333333333333333
"And when it came to the ears of Herod the king , he was troubled , and all Jerusalem with him .",To shoot in secret the undefiled .,2.6666666666666665
"then you shall tell them , I presented my supplication before the king , that he would not cause me to return to Jonathan 's house , to die there .","And the other woman answered : It is not so as thou sayest , but thy child is dead , and mine is alive . On the contrary she said : Thou liest : for my child liveth , and thy child is dead . And in this manner they strove before the king .",2.333333333333333
"Thou shalt also suck the milk of the nations , and shalt suck the breast of kings ; and thou shalt know that I , Jehovah , am thy Saviour , and thy Redeemer , the Mighty One of Jacob .","This is the heritage of the tribe of the children of Naphtali by their families , these towns with their unwalled places .",2.6666666666666665
"Such knowledge is too wonderful for me ; It is high , I can not attain unto it .","And these nations feared Jehovah , and served their graven images , both their children and their children 's children : as did their fathers , so do they , unto this day .",3.333333333333333
"And David answered and said , Behold the spear , O king ! let then one of the young men come over and fetch it .","For Jehovah thy God is a consuming fire , a jealous God .",2.6666666666666665
"`` The kings came and fought , then the kings of Canaan fought at Taanach by the waters of Megiddo . They took no plunder of silver .","But he was wounded for our transgressions , he was bruised for our iniquities ; the chastisement of our peace was upon him , and with his stripes we are healed .",2.6666666666666665
"Then drew near the daughters of Zelophehad , the son of Hepher , the son of Gilead , the son of Machir , the son of Manasseh , of the families of Manasseh the son of Joseph ; and these were the names of his daughters : Mahlah , Noah , and Hoglah , and Milcah , and Tirzah .","that ye may judge of and approve the things that are more excellent , in order that ye may be pure and without offence for Christ 's day ,",2.6666666666666665
"A man 's spirit will sustain him in sickness , but a crushed spirit , who can bear ?","Come together , even come near , you nations who are still living : they have no knowledge who take up their image of wood , and make prayer to a god in whom is no salvation .",3.0
"And Jephthah came to Mizpah to his house , and behold , his daughter came out to meet him with tambours and with dances ; and she was an only child : besides her he had neither son nor daughter .","And the settle was fourteen long by fourteen broad in the four sides thereof ; and the border about it , half a cubit ; and the bottom thereof a cubit round about : and its steps looked toward the east .",2.333333333333333
"All those who are Israelites by birth are to do these things in this way , when giving an offering made by fire of a sweet smell to the Lord .","and the sons of Aaron the priest have put fire on the altar , and arranged wood on the fire ;",2.333333333333333
"The priest shall take the lamb of the trespass offering , and the log of oil , and the priest shall wave them for a wave offering before Yahweh .","And another angel came out of the temple which is in heaven , he also having a sharp sickle .",2.0
"But these two things will come on you suddenly in one day , the loss of children and of husband : in full measure they will come on you , for all your secret arts , and all your wonders .","Wandered hath my heart , trembling hath terrified me , The twilight of my desire He hath made a fear to me ,",3.333333333333333
"And the sister of Taphnes bore him his son Genubath , and Taphnes brought him up in the house of Pharao : and Genubath dwelt with Pharao among his children .","He that despoileth the barren that beareth not , and doeth not good to the widow :",2.333333333333333
"See now , the Lord your God has put the land into your hands : go up and take it , as the Lord , the God of your fathers , has said to you ; have no fear and do not be troubled .","and Jehovah saith unto me , Do not distress Moab , nor stir thyself up against them battle , for I do not give to thee of their land a possession ; for to the sons of Lot I have given Ar a possession . '",2.333333333333333
"But I worked for my name 's sake , that it should not be profaned in the sight of the nations , among which they were , in whose sight I made myself known to them , in bringing them out of the land of Egypt .","They shall be consumed with hunger , and devoured with burning heat , And with poisonous pestilence ; And the teeth of beasts will I send against them , With the poison of what crawleth in the dust .",3.333333333333333
"And the Levites purified themselves from sin , and they washed their clothes : and Aaron offered them for a wave-offering before Jehovah ; and Aaron made atonement for them to cleanse them .","`Command the priests bearing the ark of the testimony , and they come up out of the Jordan . '",1.6666666666666667
"And the sons of Kenaz : Othniel , and Seraiah . And the sons of Othniel : Hathath .","Thus saith the Lord : If the heavens above can be measured , and the foundations of the earth searched out beneath , I also will cast away all the seed of Israel , for all that they have done , saith the Lord .",1.6666666666666667
"But about the middle of the night , Paul and Silas were making prayers and songs to God in the hearing of the prisoners ;","And the angel of the Lord said , See , you are with child and will give birth to a son , to whom you will give the name Ishmael , because the ears of the Lord were open to your sorrow .",3.333333333333333
"These are the words of the Lord of armies , the God of Israel : By me the yoke of the king of Babylon has been broken .",And the whole congregation took counsel to observe other seven days ; and they observed the seven days with gladness .,2.6666666666666665
"Keep the sabbath day to hallow it , as Jehovah thy God hath commanded thee .","And it came about , that when he went away from Samuel , God gave him a changed heart : and all those signs took place that day .",1.6666666666666667
"Therefore tell the house of Israel , Thus says the Lord Yahweh : Return , and turn yourselves from your idols ; and turn away your faces from all your abominations .","Who shall give them to have such a mind , to fear me , and to keep all my commandments at all times , that it may be well with them and with their children for ever ?",1.6666666666666667
"For this is the word of God 's undertaking , At this time will I come , and Sarah will have a son .",And they gave him to drink wine mingled with myrrh ; but he took it not .,2.333333333333333
"And by him the hearts of fathers will be turned to their children , and the hearts of children to their fathers ; for fear that I may come and put the earth under a curse .","For such an one I will glory ; but for myself I will glory nothing , but in my infirmities .",2.6666666666666665
"Speak unto Aaron and to his sons , that they separate themselves from the holy things of the children of Israel , which they hallow unto me , and that they profane not my holy name : I am Jehovah .","Take a millstone and grind meal : uncover thy shame , strip thy shoulder , make bare thy legs , pass over the rivers .",1.6666666666666667
"And thou , lie upon thy left side , and lay the iniquity of the house of Israel upon it : the number of the days that thou liest upon it , thou shalt bear their iniquity .","And running to the herd , he took a young ox , soft and fat , and gave it to the servant and he quickly made it ready ;",3.333333333333333
"And Israel journeyed , and spread his tent beyond the tower of Eder .","And he made the bases , and he made the lavers on the bases ;",3.333333333333333
"Six days you shall gather it , but on the seventh day is the Sabbath . In it there shall be none . ''","And the glory of the Lord went up from the midst of the city , and stood over the mount that is on the east side of the city .",2.333333333333333
"that they gathered themselves together , to fight with Joshua and with Israel , with one accord .","And we cast the lots among the priests , the Levites , and the people , for the wood-offering , to bring into the house of our God , according to our fathers ' houses , at times appointed year by year , to burn upon the altar of Jehovah our God , as it is written in the law ;",1.6666666666666667
"I think then that this is good , on account of the present necessity , that [ it is ] good for a man to remain so as he is .","And if *I* cast out demons by Beelzebub , your sons , by whom do they cast out ? For this reason *they* shall be your judges .",2.6666666666666665
"lest [ there be ] any fornicator , or profane person , as Esau , who for one meal sold his birthright ;","In what manner our fathers went down into Egypt , and there we dwelt a long time , and the Egyptians afflicted us and our fathers .",1.6666666666666667
"Then Baasha , hearing of it , put a stop to the building of Ramah , and let his work come to an end .","Confess therefore your offences to one another , and pray for one another , that ye may be healed . fervent supplication of the righteous has much power .",2.0
"A man from a strange country living among you , and a servant working for payment , may not take part in it .","Now thou art destroyed by the sea , thy riches are in the bottom of the waters , and all the multitude that was in the midst of thee is fallen .",3.0
Abram fell flat on his face .,"And stretching out his hand , Abraham took the knife to put his son to death .",3.6666666666666665
"And he returned unto his brethren , and said , The child is not ; and I , whither shall I go ?","And into whatsoever city or town you shall enter , inquire who in it is worthy , and there abide till you go thence .",2.6666666666666665
"They answered and said to him , If this were not an evildoer , we should not have delivered him up to thee .","I think then that this is good , on account of the present necessity , that [ it is ] good for a man to remain so as he is .",2.6666666666666665
"It shall be unto you a sabbath of solemn rest , and ye shall afflict your souls : in the ninth day of the month at even , from even unto even , shall ye keep your sabbath .",A man 's steps are from Yahweh ; how then can man understand his way ?,3.333333333333333
"The evil man goes running away when no man is after him , but the upright are without fear , like the lion .",But new wine must be put into new bottles ; and both are preserved .,2.0
"There are certain Jews whom you have appointed over the affairs of the province of Babylon : Shadrach , Meshach , and Abednego ; these men , O king , have not respected you . They do n't serve your gods , nor worship the golden image which you have set up .","Praise be to the Lord out of Zion , even to the Lord whose house is in Jerusalem , Let the Lord be praised .",3.333333333333333
"But Abishai , the son of Zeruiah , came to his help , and , turning on the Philistine , gave him his death-blow . Then David 's men took an oath , and said , Never again are you to go out with us to the fight , so that you may not put out the light of Israel .","And it shall be the portion of him that shall remain of the house of Juda , there they shall feed : in the houses of Ascalon they shall rest in the evening : because the Lord their God will visit them , and bring back their captivity .",2.333333333333333
And the whole assembly took counsel to keep other seven days ; and they kept other seven days with gladness .,and hitherto they at the gate of the king eastward ; they the gatekeepers for the companies of the sons of Levi .,2.0
"Thus saith Jehovah of hosts , Consider ye , and call for the mourning women , that they may come ; and send for the skilful women , that they may come :","For my haters are waiting secretly for me ; and those who are watching for my soul are banded together in their evil designs ,",2.6666666666666665
Why do thy disciples transgress the tradition of the elders ? for they wash not their hands when they eat bread .,"For this cause the Lord has said : Because you have made your heart as the heart of God ,",1.6666666666666667
"And he said to them , Go into the vine-garden with the others , and whatever is right I will give you . And they went to work .","And the chief priests having taken the silverlings , said , `It is not lawful to put them to the treasury , seeing it is the price of blood ; '",1.6666666666666667
"At the coming of Christ who is our life , you will be seen with him in glory .","Rejoice , young man , in thy youth ; and let thy heart cheer thee in the days of thy youth , and walk in the ways of thy heart , and in the sight of thine eyes ; but know that for all these God will bring thee into judgment .",1.6666666666666667
"Therefore , son of man , speak to the house of Israel , and tell them , Thus says the Lord Yahweh : In this moreover have your fathers blasphemed me , in that they have committed a trespass against me .","And that was the reason the people went out to him , because it had come to their ears that he had done this sign .",3.0
"Then the king of Israel called a chamberlain , and said , Fetch quickly Micah the son of Imlah .","With Onesimus , a most beloved and faithful brother , who is one of you . All things that are done here , they shall make known to you .",1.6666666666666667
The chariots rage in the streets ; they rush to and fro in the broad ways : the appearance of them is like torches ; they run like the lightnings .,"And king David answered and said : Call to me Bethsabee . And when she was come in to the king , and stood before him ,",1.0
Remember Lot 's wife .,"At that time it shall be said to this people , and to Jerusalem : A burning wind is in the ways that are in the desert of the way of the daughter of my people , not to fan , nor to cleanse .",2.0
"of Syria , of Moab , of the children of Ammon , of the Philistines , of Amalek , and of the plunder of Hadadezer , son of Rehob , king of Zobah .","But I have made Esau bare , I have uncovered his secret places , that he is unable to hide himself : his seed is wasted , and his brethren , and his neighbours , and he is not .",2.333333333333333
"So I hated life , because the work that is wrought under the sun was grievous unto me ; for all is vanity and a striving after wind .","Now give order to make these men to cease , and that this city be not built , until the order shall be given from me ;",2.333333333333333
"And when the cloud was taken up from over the tabernacle , the children of Israel went onward , throughout all their journeys :","Neither shalt thou gather the bunches and grapes that fall down in thy vineyard , but shalt leave them to the poor and the strangers to take . I am the Lord your God .",2.333333333333333
"Call Jesse to the sacrifice , and I will show you what you shall do . You shall anoint to me him whom I name to you . ''",And I will make my agreement with you ; never again will all flesh be cut off by the waters ; never again will the waters come over all the earth for its destruction .,2.6666666666666665
"And David was clothed with a robe of fair linen , as were all the Levites who took up the ark , and those who made melody , and Chenaniah the master of those who made melody ; and David had on a linen ephod ;","Who this -- darkening counsel , By words without knowledge ?",1.6666666666666667
"And Jehovah gave the people favour in the eyes of the Egyptians . Moreover the man Moses was very great in the land of EgyptвЂ”in the eyes of Pharaoh 's bondmen , and in the eyes of the people .","and said to them , `Whoever may receive this child in my name , doth receive me , and whoever may receive me , doth receive Him who sent me , for he who is least among you all -- he shall be great . '",1.6666666666666667
"For every kind of animal , bird , creeping thing , and sea creature , is tamed , and has been tamed by mankind .","And David knew that the Lord bad confirmed him king over Israel , and that he had exalted his kingdom over his people Israel .",2.333333333333333
Now in those days prophets came from Jerusalem to Antioch .,"Thou hast devised shame to thy house , by cutting off many peoples , and hast sinned against thine own soul .",2.0
"One of his disciples therefore , Judas of Simon , Iscariote , who was about to deliver him up , says ,","And Hanun taketh the servants of David , and shaveth off the half of their beard , and cutteth off their long robes in the midst -- unto their buttocks , and sendeth them away ;",2.0
"Even when we were dead through our sins , gave us life together with Christ ( by grace you have salvation ) ,","The righteous is delivered out of trouble , and the wicked cometh in his stead .",2.6666666666666665
"For we write no other things to you , than what you read or even acknowledge , and I hope you will acknowledge to the end ;","To thee , Jehovah , do I cry ; for the fire hath devoured the pastures of the wilderness , and the flame hath burned up all the trees of the field .",2.0
"which he wrought in the Christ raising him from among dead , and he set him down at his right hand in the heavenlies ,",And I therefore began to strike thee with desolation for thy sins .,2.333333333333333
"Now there were standing there six stone water-vessels , according to the purification of the Jews , holding two or three measures each .","thou hast served thine enemies , whom Jehovah sendeth against thee , in hunger , and in thirst , and in nakedness , and in lack of all things ; and he hath put a yoke of iron on thy neck , till He hath destroyed thee .",2.6666666666666665
"And when they had been made free , they came back to their friends , and gave an account of all the things which the chief priests and the authorities had said to them .",Thus dost thou say unto the prophet What hath Jehovah answered thee ? And what hath Jehovah spoken ?,2.6666666666666665
So he went and did according to Yahweh 's word ; for he went and lived by the brook Cherith that is before the Jordan .,"and he measureth the breadth from before the lower gate , to the front of the inner court , on the outside , a hundred cubits , eastward and northward .",2.0
"The burden of Damascus . Behold , Damascus is taken away from being a city , and it shall be a ruinous heap .","Behold , I have made thy face hard against their faces , and thy forehead hard against their foreheads .",3.0
"Blessed is the man whom thou chastenest , O Jah , and whom thou teachest out of thy law ;","I pray for them : I pray not for the world , but for them whom thou hast given me : because they are thine :",3.0
"The Lord God has taken an oath by his holy name , that the days are coming when they will take you away with hooks , and the rest of you with fish-hooks .","The eyes of them that see shall not be dim , and the ears of them that hear shall hearken diligently .",3.0
"If she is not pleasing to her master who has taken her for himself , let a payment be made for her so that she may go free ; her master has no power to get a price for her and send her to a strange land , because he has been false to her .","And lo , [ there was ] a woman having a spirit of infirmity eighteen years , and she was bent together and wholly unable to lift her head up .",1.0
"And he cried against the altar by the word of Jehovah , and said , O altar , altar , thus saith Jehovah : Behold , a son shall be born unto the house of David , Josiah by name ; and upon thee shall he sacrifice the priests of the high places that burn incense upon thee , and men 's bones shall they burn upon thee .",So then each of us shall give an account concerning himself to God .,2.333333333333333
"They said therefore unto him , Who art thou ? Jesus said unto them , Even that which I have also spoken unto you from the beginning .","Because that thou hast seen that out of the mountain cut hath been a stone without hands , and it hath beaten small the iron , the brass , the clay , the silver , and the gold ; the great God hath made known to the king that which to be after this ; and the dream true , and its interpretation stedfast .",2.333333333333333
"Therefore I will make Samaria like a rubble heap of the field , like places for planting vineyards ; and I will pour down its stones into the valley , and I will uncover its foundations .","But he said this signifying by what death he should glorify God . And having said this , he says to him , Follow me .",4.0
"Then Peter , filled with Holy Spirit , said to them , Rulers of the people and elders [ of Israel ] ,","And when I say to the evil-doer , Death will certainly be your fate ; if he is turned from his sin and does what is ordered and right ;",2.6666666666666665
